Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,Source File
4365235,PLEATED BALLOON PANTS - Washed green | ZARA United States,GENERAL,Washed green,69.9,,100.0,True,3950.0,42.19,,100.0,,True,27.71,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton | 65% OCS certified organically grown cotton,Bangladesh,2026-03-22,93.62,comparison_trousers
8372026,PIN TUCK STRAIGHT LEG PANTS - Khaki | ZARA United States,GENERAL,Khaki,49.9,,70.0,True,2550.0,27.24,,70.0,,True,22.66,"Composition: 70% viscose, 30% polyester | 30% polyester",Cambodia,2026-03-22,93.62,comparison_trousers
2397582,PINSTRIPE PANTS SET - Navy blue | ZARA United States,GENERAL,Navy blue,59.9,,62.0,True,2950.0,31.51,,62.0,,True,28.39,"Composition: 62% polyester, 33% viscose, 5% elastane | 62% polyester | 62% RCS-certified recycled polyester",Morocco,2026-03-22,93.62,comparison_trousers
2392874,BELTED PAPERBAG PANTS - Midnight blue | ZARA United States,GENERAL,Midnight blue,69.9,,100.0,True,3950.0,42.19,,100.0,,True,27.71,Composition: 100% cotton | 100% cotton | 100% RCS-certified recycled cotton,Morocco,2026-03-22,93.62,comparison_trousers
5644039,POLKA DOT CAPRI PANTS - Yellow | ZARA United States,GENERAL,Yellow,29.9,,95.0,True,1650.0,17.62,,95.0,,True,12.28,"Composition: 95% cotton, 5% elastane | 95% cotton",Morocco,2026-03-22,93.62,comparison_trousers
3644325,STRETCH FLARE PANTS - Black | ZARA United States,GENERAL,Black,39.9,,88.0,True,2050.0,21.9,,88.0,,True,18.0,"Composition: 88% polyester, 12% elastane | 88% polyester | 88% RCS-certified recycled polyester",Turkey,2026-03-22,93.62,comparison_trousers
7484054,PLEATED CUFFED HEM PANTS - Light camel | ZARA United States,GENERAL,Light camel,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-03-22,93.62,comparison_trousers
4344043,PLEATED LINEN PANTS ZW COLLECTION - Ecru | ZARA United States,GENERAL,Ecru,89.9,,52.0,True,4950.0,52.87,,52.0,,True,37.03,"Composition: 52% linen, 48% cotton | 52% linen | 48% cotton | 48% RCS-certified recycled cotton",Cambodia,2026-03-22,93.62,comparison_trousers
2544517,POPLIN PLEATED PANTS - White | ZARA United States,GENERAL,White,49.9,,65.0,True,2950.0,31.51,,65.0,,True,18.39,"Composition: 65% polyester, 35% cotton | 65% polyester | 35% cotton | 65% RCS-certified recycled polyester | 35% OCS certified organically grown cotton",Morocco,2026-03-22,93.62,comparison_trousers
1608037,PLEATED STRAIGHT LEG PANTS - Dark orange | ZARA United States,GENERAL,Dark orange,59.9,,63.0,True,2950.0,31.51,,63.0,,True,28.39,"Composition: 63% viscose, 29% polyester, 8% polyamide | 29% polyester",Turkey,2026-03-22,93.62,comparison_trousers
2351098,PLEATED VOLUME PANTS ZW COLLECTION - Brown | ZARA United States,GENERAL,Brown,99.9,,100.0,True,5550.0,59.28,,100.0,,True,40.62,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,93.62,comparison_trousers
8372100,PLEATED BARREL PANTS SET - Khaki | ZARA United States,GENERAL,Khaki,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Cambodia,2026-03-22,93.62,comparison_trousers
1165043,POLKA DOT CULOTTES WITH BELT - Black / White | ZARA United States,GENERAL,Black / White,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,,Turkey,2026-03-22,93.62,comparison_trousers
1608034,POLKA DOT WIDE LEG PANTS - Brown / Ecru | ZARA United States,GENERAL,Brown / Ecru,49.9,,100.0,True,2950.0,31.51,,100.0,,True,18.39,,Turkey,2026-03-22,93.62,comparison_trousers
4001042,PATCHWORK PANTS - THE ITEM ZARA WOMAN - Ecru | ZARA United States,WOMAN,Ecru,119.0,,100.0,True,6550.0,69.96,,100.0,,True,49.04,Composition: 100% cotton | 100% cotton,Turkey,2026-03-22,93.62,comparison_trousers
2395582,PINSTRIPE BLAZER SET - Navy blue | ZARA United States,GENERAL,Navy blue,89.9,,62.0,True,4950.0,52.87,,62.0,,True,37.03,62% polyester | 62% RCS-certified recycled polyester,Morocco,2026-03-22,93.62,comparison_jeans
2324603,PUFF SLEEVE BLAZER - Brown | ZARA United States,GENERAL,Brown,99.9,,58.0,True,5550.0,59.28,,58.0,,True,40.62,58% polyester | 58% RCS-certified recycled polyester,Morocco,2026-03-22,93.62,comparison_jeans
3736048,ZW COLLECTION PINSTRIPE BLAZER DRESS - Gray | ZARA United States,GENERAL,Gray,179.0,,69.0,True,10950.0,116.96,,69.0,,True,62.04,69% polyester | 55% polyester | 69% RCS-certified recycled polyester | 55% RCS-certified recycled polyester,China,2026-03-22,93.62,comparison_jeans
2300317,PLAID TRENCH COAT ZW COLLECTION LIMITED EDITION - Brown-Blue | ZARA United States,GENERAL,Brown-Blue,229.0,,64.0,True,13950.0,149.01,,64.0,,True,79.99,64% polyester | 64% RCS-certified recycled polyester,Morocco,2026-03-22,93.62,comparison_outerwear
2266933,COMBINED PLAID TRENCH COAT ZW COLLECTION LIMITED EDITION - Gray | ZARA United States,GENERAL,Gray,269.0,,33.0,True,15950.0,170.37,,33.0,,True,98.63,"Trench coat made from 33% wool yarn. Lapel collar and adjustable long sleeves with tabs. Front pockets. Adjustable belt with ties. Front button closure. | Composition: 63% polyester, 33% wool, 4% elastane | 63% polyester | 33% wool | 33% RWS certified wool | 63% RCS-certified recycled polyester",Morocco,2026-03-22,93.62,comparison_outerwear
8073022,QUILTED ANORAK 80% DOWN 20% FEATHER WATER RESISTANT WINDPROOF RECCO® TECHNOLOGY SKI COLLECTION - Black | ZARA United States,GENERAL,Black,179.4,299.0,80.0,True,16950.0,181.05,9550.0,80.0,,True,-1.65,100% polyester,Vietnam,2026-03-22,93.62,comparison_outerwear
8073025,QUILTED ANORAK 80% DOWN 20% FEATHER WATER RESISTANT WINDPROOF RECCO® TECHNOLOGY SKI COLLECTION - Soft gold | ZARA United States,GENERAL,Soft gold,179.4,299.0,80.0,True,16950.0,181.05,9550.0,80.0,,True,-1.65,,Vietnam,2026-03-22,93.62,comparison_outerwear
5644036,POLKA DOT MIDI SKIRT - Brown | ZARA United States,GENERAL,Brown,39.9,,96.0,True,2050.0,21.9,,96.0,,True,18.0,,Morocco,2026-03-22,93.62,comparison_skirts
7484067,PLAID MIDI SKIRT - Multicolored | ZARA United States,GENERAL,Multicolored,59.9,,99.0,True,2950.0,31.51,,99.0,,True,28.39,"Composition: 99% cotton, 1% elastane | 99% cotton | 99% OCS certified organically grown cotton",Turkey,2026-03-22,93.62,comparison_skirts
1255564,PLEATED MIDI SKIRT - Dark brown | ZARA United States,GENERAL,Dark brown,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Cambodia,2026-03-22,93.62,comparison_skirts
2269102,ASYMMETRIC PRINTED MIDI SKIRT - Multicolored | ZARA United States,GENERAL,Multicolored,69.9,,100.0,True,3950.0,42.19,,100.0,,True,27.71,100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,93.62,comparison_skirts
1608033,POLKA DOT BALLOON SKORT - Ecru / Black | ZARA United States,GENERAL,Ecru / Black,49.9,,100.0,True,2950.0,31.51,,100.0,,True,18.39,100% polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-22,93.62,comparison_skirts
2491142,PLEATED PRINTED MIDI SKIRT - Multicolored | ZARA United States,GENERAL,Multicolored,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,100% cotton | 74% cotton | 23% polyester | 100% OCS certified organically grown cotton | 23% RCS-certified recycled polyester | 74% OCS certified organically grown cotton,Morocco,2026-03-22,93.62,comparison_skirts
3046082,PENCIL MIDI SKIRT - Tobacco | ZARA United States,GENERAL,Tobacco,49.9,,72.0,True,2550.0,27.24,,72.0,,True,22.66,"Composition: 72% polyester, 24% viscose, 4% elastane | 72% polyester | 72% RCS-certified recycled polyester",Cambodia,2026-03-22,93.62,comparison_skirts
1255431,POCKET SKORT - Dark khaki | ZARA United States,GENERAL,Dark khaki,49.9,,46.0,True,2550.0,27.24,,46.0,,True,22.66,46% polyester | 43% cotton | 46% RCS-certified recycled polyester | 43% RCS-certified recycled cotton,Cambodia,2026-03-22,93.62,comparison_skirts
1165069,PRINTED BELTED SKIRT - Multicolored | ZARA United States,GENERAL,Multicolored,69.9,,100.0,True,3950.0,42.19,,100.0,,True,27.71,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-03-22,93.62,comparison_skirts
2298055,PLAID MINI SKIRT WITH BUCKLE - Multicolored | ZARA United States,GENERAL,Multicolored,49.9,,100.0,True,2550.0,27.24,,100.0,,True,22.66,,Turkey,2026-03-22,93.62,comparison_skirts
2662547,SKORT WITH POCKETS - Black | ZARA United States,GENERAL,Black,49.9,,70.0,True,2550.0,27.24,,70.0,,True,22.66,,Morocco,2026-03-22,93.62,comparison_skirts
2129155,PLAID MIDI SKIRT WITH BELT - Ecru / Blue | ZARA United States,GENERAL,Ecru / Blue,79.9,,50.0,True,4350.0,46.46,,50.0,,True,33.44,"Composition: 50% cotton, 25% polyester, 24% viscose, 1% other fibres | 50% cotton | 25% polyester | 50% RCS-certified recycled cotton | 25% RCS-certified recycled polyester",Morocco,2026-03-22,93.62,comparison_skirts
4333042,PLAID RUFFLED SKIRT ZW COLLECTION - Multicolored | ZARA United States,GENERAL,Multicolored,79.9,,64.0,True,4350.0,46.46,,64.0,,True,33.44,"Composition: 64% polyester, 34% viscose, 2% elastane | 64% polyester | 64% RCS-certified recycled polyester",Turkey,2026-03-22,93.62,comparison_skirts
4661409,ASYMMETRIC POLKA DOT SKIRT - Brown / Ecru | ZARA United States,GENERAL,Brown / Ecru,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,100% polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-22,93.62,comparison_skirts
